Date,CB10,CB5
8/20/2021,0.271,0.334
8/23/2021,0.276,0.3365
8/24/2021,0.278,0.3385
8/25/2021,0.28,0.34
8/26/2021,0.281,0.3395
8/27/2021,0.289,0.3445
8/30/2021,0.284,0.341
8/31/2021,0.289,0.341
9/1/2021,0.296,0.345
9/2/2021,0.292,0.3455
9/3/2021,0.297,0.3495
9/6/2021,0.306,0.354
9/7/2021,0.303,0.3535
9/8/2021,0.306,0.355
9/9/2021,0.303,0.354
9/10/2021,0.303,0.3545
9/13/2021,0.304,0.3555
9/14/2021,0.306,0.3565
9/15/2021,0.298,0.352
9/16/2021,0.304,0.3555
9/17/2021,0.309,0.3585
9/20/2021,0.308,0.3575
9/21/2021,0.301,0.3555
9/22/2021,0.298,0.353
9/23/2021,0.298,0.3525
9/24/2021,0.314,0.362
9/27/2021,0.313,0.3615
9/28/2021,0.33,0.37
9/29/2021,0.323,0.366
9/30/2021,0.325,0.378
10/1/2021,0.313,0.3695
10/4/2021,0.309,0.3675
10/5/2021,0.315,0.3695
10/6/2021,0.331,0.3795
10/7/2021,0.323,0.3755
10/8/2021,0.33,0.3795
10/11/2021,0.338,0.385
10/12/2021,0.336,0.3825
10/13/2021,0.335,0.382
10/14/2021,0.328,0.3775
10/15/2021,0.341,0.3755
10/18/2021,0.352,0.3815
10/19/2021,0.349,0.38
10/20/2021,0.351,0.3815
10/21/2021,0.344,0.378
10/22/2021,0.347,0.38
10/25/2021,0.349,0.3825
10/26/2021,0.356,0.3855
10/27/2021,0.35,0.3835
10/28/2021,0.34,0.3765
10/29/2021,0.344,0.379
10/31/2021,0.339,0.3795
11/1/2021,0.334,0.376
11/2/2021,0.326,0.373
11/3/2021,0.326,0.373
11/4/2021,0.32,0.3705
11/5/2021,0.307,0.359
11/8/2021,0.306,0.3575
11/9/2021,0.308,0.3585
11/10/2021,0.304,0.3565
11/11/2021,0.312,0.362
11/12/2021,0.318,0.3675
11/15/2021,0.312,0.3625
11/16/2021,0.317,0.366
11/17/2021,0.319,0.366
11/18/2021,0.325,0.37
11/19/2021,0.319,0.365
11/22/2021,0.314,0.361
11/23/2021,0.314,0.3605
11/24/2021,0.321,0.3655
11/25/2021,0.326,0.37
11/26/2021,0.336,0.3855
11/29/2021,0.314,0.363
11/30/2021,0.302,0.353
12/1/2021,0.307,0.356
12/2/2021,0.303,0.3545
12/3/2021,0.294,0.3505
12/6/2021,0.286,0.347
12/7/2021,0.298,0.354
12/8/2021,0.295,0.352
12/9/2021,0.297,0.353
12/10/2021,0.303,0.3555
12/13/2021,0.3,0.355
12/14/2021,0.298,0.3515
12/15/2021,0.295,0.349
12/16/2021,0.292,0.3495
12/17/2021,0.293,0.3495
12/20/2021,0.288,0.3475
12/21/2021,0.298,0.354
12/22/2021,0.307,0.361
12/23/2021,0.309,0.3625
12/27/2021,0.311,0.365
12/28/2021,0.312,0.3665
12/29/2021,0.314,0.3665
12/30/2021,0.328,0.372
12/31/2021,0.331,0.3795
1/3/2022,0.331,0.3795
1/4/2022,0.341,0.3885
1/5/2022,0.342,0.3865
1/6/2022,0.359,0.3945
1/7/2022,0.369,0.4025
1/10/2022,0.369,0.4015
1/11/2022,0.385,0.413
1/12/2022,0.366,0.403
1/13/2022,0.366,0.403
1/14/2022,0.382,0.416
1/17/2022,0.38,0.418
1/18/2022,0.384,0.4205
1/19/2022,0.374,0.4105
1/20/2022,0.379,0.414
1/21/2022,0.37,0.409
1/24/2022,0.372,0.41
1/25/2022,0.372,0.4115
1/26/2022,0.367,0.4105
1/27/2022,0.383,0.4225
1/28/2022,0.384,0.4225
1/31/2022,0.388,0.416
2/1/2022,0.398,0.424
2/2/2022,0.393,0.42
2/3/2022,0.393,0.419
2/4/2022,0.416,0.433
2/7/2022,0.419,0.4385
2/8/2022,0.433,0.4515
2/9/2022,0.428,0.4465
2/10/2022,0.442,0.456
2/11/2022,0.442,0.456
2/14/2022,0.44,0.4565
2/15/2022,0.442,0.463
2/16/2022,0.448,0.47
2/17/2022,0.455,0.4755
2/18/2022,0.444,0.471
2/21/2022,0.437,0.462
2/22/2022,0.42,0.4495
2/23/2022,0.42,0.449
2/24/2022,0.416,0.4465
2/25/2022,0.437,0.4615
2/28/2022,0.414,0.449
3/1/2022,0.42,0.4515
3/2/2022,0.375,0.425
3/3/2022,0.411,0.4455
3/4/2022,0.403,0.4425
3/7/2022,0.389,0.4355
3/8/2022,0.403,0.4505
3/9/2022,0.414,0.4595
3/10/2022,0.439,0.4815
3/11/2022,0.442,0.4895
3/14/2022,0.452,0.497
3/15/2022,0.468,0.511
3/16/2022,0.463,0.5105
3/17/2022,0.465,0.513
3/18/2022,0.469,0.5165
3/21/2022,0.469,0.5155
3/22/2022,0.482,0.523
3/23/2022,0.49,0.527
3/24/2022,0.5,0.533
3/25/2022,0.511,0.539
3/28/2022,0.537,0.551
3/29/2022,0.551,0.567
3/30/2022,0.515,0.545
3/31/2022,0.504,0.5395
4/1/2022,0.512,0.5355
4/4/2022,0.508,0.5315
4/5/2022,0.508,0.5365
4/6/2022,0.549,0.5585
4/7/2022,0.533,0.552
4/8/2022,0.525,0.5465
4/11/2022,0.541,0.555
4/12/2022,0.548,0.557
4/13/2022,0.543,0.5555
4/14/2022,0.534,0.547
4/18/2022,0.542,0.545
4/19/2022,0.546,0.5475
4/20/2022,0.562,0.5575
4/21/2022,0.561,0.5555
4/22/2022,0.567,0.557
4/25/2022,0.553,0.55
4/26/2022,0.551,0.5495
4/27/2022,0.547,0.5475
4/28/2022,0.527,0.5395
4/29/2022,0.527,0.5395
4/30/2022,0.532,0.5295
5/2/2022,0.544,0.5385
5/3/2022,0.544,0.538
5/4/2022,0.544,0.538
5/5/2022,0.544,0.538
5/6/2022,0.56,0.5475
5/9/2022,0.57,0.554
5/10/2022,0.565,0.5515
5/11/2022,0.56,0.55
5/12/2022,0.549,0.5415
5/13/2022,0.544,0.538
5/16/2022,0.548,0.54
5/17/2022,0.547,0.5405
5/18/2022,0.546,0.541
5/19/2022,0.542,0.54
5/20/2022,0.529,0.5325
5/23/2022,0.53,0.5345
5/24/2022,0.519,0.5295
5/25/2022,0.497,0.5185
5/26/2022,0.523,0.5355
5/27/2022,0.524,0.5355
5/30/2022,0.523,0.5375
5/31/2022,0.526,0.5555
6/1/2022,0.522,0.549
6/2/2022,0.53,0.5495
6/3/2022,0.518,0.5405
6/6/2022,0.529,0.5475
6/7/2022,0.543,0.5535
6/8/2022,0.542,0.552
6/9/2022,0.543,0.5525
6/10/2022,0.557,0.5615
6/13/2022,0.591,0.5975
6/14/2022,0.642,0.6445
6/15/2022,0.654,0.657
6/16/2022,0.616,0.619
6/17/2022,0.607,0.6225
6/20/2022,0.606,0.629
6/21/2022,0.611,0.631
6/22/2022,0.613,0.6295
6/23/2022,0.6,0.624
6/24/2022,0.588,0.6065
6/27/2022,0.609,0.619
6/28/2022,0.607,0.623
6/29/2022,0.624,0.6265
6/30/2022,0.629,0.6115
7/1/2022,0.613,0.598
7/4/2022,0.618,0.596
7/5/2022,0.624,0.5985
7/6/2022,0.596,0.5895
7/7/2022,0.594,0.591
7/8/2022,0.608,0.6065
7/11/2022,0.622,0.619
7/12/2022,0.616,0.613
7/13/2022,0.604,0.607
7/14/2022,0.611,0.616
7/15/2022,0.615,0.6165
7/18/2022,0.615,0.6165
7/19/2022,0.617,0.6145
7/20/2022,0.626,0.619
7/21/2022,0.617,0.6115
7/22/2022,0.589,0.5945
7/25/2022,0.565,0.5845
7/26/2022,0.561,0.5855
7/27/2022,0.561,0.587
7/28/2022,0.557,0.584
7/29/2022,0.545,0.5705
7/31/2022,0.548,0.573
8/1/2022,0.548,0.5745
8/2/2022,0.524,0.568
8/3/2022,0.535,0.575
8/4/2022,0.523,0.567
8/5/2022,0.522,0.562
8/8/2022,0.529,0.567
8/9/2022,0.52,0.565
8/10/2022,0.548,0.5845
8/11/2022,0.548,0.5845
8/12/2022,0.549,0.588
8/15/2022,0.541,0.5875
8/16/2022,0.528,0.5805
8/17/2022,0.537,0.5855
8/18/2022,0.556,0.5945
8/19/2022,0.561,0.5955
8/22/2022,0.599,0.6145
8/23/2022,0.594,0.611
8/24/2022,0.604,0.616
8/25/2022,0.61,0.6145
8/26/2022,0.602,0.6105
8/29/2022,0.636,0.63
8/30/2022,0.614,0.618
8/31/2022,0.617,0.6145
9/1/2022,0.623,0.622
9/2/2022,0.634,0.629
9/5/2022,0.617,0.621
9/6/2022,0.633,0.635
9/7/2022,0.65,0.643
9/8/2022,0.661,0.64
9/9/2022,0.66,0.6475
9/12/2022,0.651,0.6505
9/13/2022,0.632,0.6395
9/14/2022,0.649,0.6555
9/15/2022,0.655,0.6635
9/16/2022,0.658,0.67
9/19/2022,0.658,0.67
9/20/2022,0.675,0.674
9/21/2022,0.682,0.6815
9/22/2022,0.662,0.668
9/23/2022,0.662,0.668
9/26/2022,0.693,0.6965
9/27/2022,0.709,0.711
9/28/2022,0.706,0.707
9/29/2022,0.709,0.7045
9/30/2022,0.693,0.7125
10/3/2022,0.684,0.7
10/4/2022,0.658,0.6865
10/5/2022,0.657,0.688
10/6/2022,0.664,0.6925
10/7/2022,0.677,0.7005
10/10/2022,0.677,0.7005
10/11/2022,0.696,0.719
10/12/2022,0.691,0.716
10/13/2022,0.699,0.723
10/14/2022,0.707,0.7265
10/17/2022,0.72,0.7385
10/18/2022,0.718,0.7385
10/19/2022,0.722,0.7475
10/20/2022,0.736,0.7665
10/21/2022,0.748,0.783
10/24/2022,0.743,0.776
10/25/2022,0.742,0.766
10/26/2022,0.73,0.7465
10/27/2022,0.704,0.719
10/28/2022,0.7,0.7175
10/31/2022,0.694,0.717
11/1/2022,0.696,0.7195
11/2/2022,0.699,0.723
11/3/2022,0.699,0.7235
11/4/2022,0.725,0.743
11/7/2022,0.719,0.7365
11/8/2022,0.728,0.7385
11/9/2022,0.705,0.7255
11/10/2022,0.692,0.725
11/11/2022,0.662,0.702
11/14/2022,0.679,0.7175
11/15/2022,0.665,0.7105
11/16/2022,0.67,0.7115
11/17/2022,0.658,0.7065
11/18/2022,0.672,0.723
11/21/2022,0.675,0.7265
11/22/2022,0.68,0.729
11/23/2022,0.68,0.729
11/24/2022,0.68,0.7285
11/25/2022,0.712,0.749
11/28/2022,0.727,0.754
11/29/2022,0.746,0.767
11/30/2022,0.752,0.7725
12/1/2022,0.74,0.764
12/2/2022,0.746,0.7695
12/5/2022,0.754,0.777
12/6/2022,0.764,0.7885
12/7/2022,0.749,0.7815
12/8/2022,0.747,0.781
12/9/2022,0.74,0.776
12/12/2022,0.75,0.7815
12/13/2022,0.753,0.7805
12/14/2022,0.749,0.777
12/15/2022,0.762,0.7895
12/16/2022,0.762,0.785
12/19/2022,0.772,0.802
12/20/2022,0.9,0.8645
12/21/2022,0.956,0.915
12/22/2022,0.899,0.889
12/23/2022,0.916,0.9005
12/27/2022,0.968,0.926
12/28/2022,0.978,0.938
12/29/2022,0.987,0.9435
12/30/2022,0.981,0.944
12/31/2022,0.993,0.9895
1/3/2023,0.994,0.99
1/4/2023,1.021,0.994
1/5/2023,1.004,0.973
1/6/2023,0.999,0.9485
1/9/2023,0.999,0.949
1/10/2023,1.023,0.966
1/11/2023,1.024,0.97
1/12/2023,1.065,1.0005
1/13/2023,1.094,1.0265
1/16/2023,1.073,1.0025
1/17/2023,1.079,1.009
1/18/2023,0.987,0.9305
1/19/2023,0.965,0.917
1/20/2023,0.925,0.8945
1/23/2023,0.87,0.8715
1/24/2023,0.895,0.887
1/25/2023,0.916,0.8975
1/26/2023,0.923,0.896
1/27/2023,0.981,0.921
1/30/2023,0.972,0.9105
1/31/2023,1.009,0.924
2/1/2023,0.971,0.916
2/2/2023,0.981,0.9145
2/3/2023,0.953,0.8955
2/6/2023,0.97,0.903
2/7/2023,0.979,0.906
2/8/2023,0.982,0.9115
2/9/2023,0.992,0.9185
2/10/2023,1.005,0.9225
2/13/2023,1.004,0.909
2/14/2023,0.997,0.9085
2/15/2023,0.995,0.912
2/16/2023,1.003,0.911
2/17/2023,1.013,0.9175
2/20/2023,1.013,0.9205
2/21/2023,1.031,0.9355
2/22/2023,1.035,0.938
2/23/2023,1.035,0.938
2/24/2023,1.012,0.917
2/27/2023,1.022,0.924
2/28/2023,1.005,0.8995
3/1/2023,1.003,0.8925
3/2/2023,1.015,0.8945
3/3/2023,1.006,0.8835
3/6/2023,1.016,0.891
3/7/2023,1.009,0.8845
3/8/2023,1.012,0.883
3/9/2023,1.039,0.9015
3/10/2023,0.955,0.862
3/13/2023,0.903,0.8335
3/14/2023,0.804,0.7685
3/15/2023,0.838,0.7915
3/16/2023,0.782,0.759
3/17/2023,0.783,0.769
3/20/2023,0.732,0.7345
3/21/2023,0.733,0.735
3/22/2023,0.792,0.7705
3/23/2023,0.773,0.756
3/24/2023,0.772,0.755
3/27/2023,0.78,0.757
3/28/2023,0.789,0.767
3/29/2023,0.785,0.767
3/30/2023,0.805,0.7795
3/31/2023,0.823,0.7925
4/3/2023,0.863,0.813
4/4/2023,0.899,0.8475
4/5/2023,0.897,0.853
4/6/2023,0.889,0.847
4/10/2023,0.895,0.8485
4/11/2023,0.876,0.833
4/12/2023,0.885,0.836
4/13/2023,0.883,0.8345
4/14/2023,0.888,0.835
4/17/2023,0.919,0.8505
4/18/2023,0.91,0.848
4/19/2023,0.913,0.847
4/20/2023,0.908,0.844
4/21/2023,0.893,0.835
4/24/2023,0.89,0.8265
4/25/2023,0.89,0.826
4/26/2023,0.864,0.813
4/27/2023,0.861,0.808
4/28/2023,0.806,0.772
4/30/2023,0.817,0.777
5/1/2023,0.825,0.7845
5/2/2023,0.832,0.7895
5/3/2023,0.832,0.7895
5/4/2023,0.832,0.7895
5/5/2023,0.832,0.7895
5/8/2023,0.816,0.7775
5/9/2023,0.833,0.789
5/10/2023,0.821,0.7775
5/11/2023,0.797,0.765
5/12/2023,0.792,0.759
5/15/2023,0.811,0.77
5/16/2023,0.792,0.759
5/17/2023,0.765,0.745
5/18/2023,0.792,0.7605
5/19/2023,0.811,0.768
5/22/2023,0.79,0.7535
5/23/2023,0.806,0.7625
5/24/2023,0.81,0.7645
5/25/2023,0.829,0.7735
5/26/2023,0.815,0.756
5/29/2023,0.828,0.7585
5/30/2023,0.819,0.7515
5/31/2023,0.815,0.75
6/1/2023,0.803,0.741
6/2/2023,0.796,0.734
6/5/2023,0.82,0.7495
6/6/2023,0.802,0.7375
6/7/2023,0.794,0.7345
6/8/2023,0.815,0.7445
6/9/2023,0.808,0.7395
6/12/2023,0.805,0.736
6/13/2023,0.79,0.7265
6/14/2023,0.804,0.736
6/15/2023,0.805,0.735
6/16/2023,0.786,0.726
6/19/2023,0.777,0.721
6/20/2023,0.768,0.7165
6/21/2023,0.755,0.711
6/22/2023,0.749,0.7065
6/23/2023,0.745,0.6985
6/26/2023,0.722,0.6865
6/27/2023,0.74,0.6945
6/28/2023,0.756,0.7035
6/29/2023,0.749,0.696
6/30/2023,0.756,0.715
7/3/2023,0.758,0.714
7/4/2023,0.738,0.704
7/5/2023,0.733,0.7035
7/6/2023,0.752,0.719
7/7/2023,0.791,0.749
7/10/2023,0.83,0.7775
7/11/2023,0.811,0.7585
7/12/2023,0.849,0.7815
7/13/2023,0.832,0.761
7/14/2023,0.857,0.7725
7/17/2023,0.857,0.7725
7/18/2023,0.855,0.7685
7/19/2023,0.822,0.75
7/20/2023,0.823,0.745
7/21/2023,0.828,0.747
7/24/2023,0.792,0.723
7/25/2023,0.793,0.7265
7/26/2023,0.775,0.7235
7/27/2023,0.769,0.719
7/28/2023,0.864,0.7785
7/31/2023,0.919,0.7875
8/1/2023,0.907,0.7845
8/2/2023,0.936,0.803
8/3/2023,0.973,0.832
8/4/2023,0.961,0.8175
8/7/2023,0.942,0.817
8/8/2023,0.936,0.8185
8/9/2023,0.896,0.7875
8/10/2023,0.916,0.7995
8/11/2023,0.912,0.7905
8/14/2023,0.944,0.82
8/15/2023,0.948,0.818
8/16/2023,0.948,0.819
8/17/2023,0.972,0.8405
8/18/2023,0.944,0.822
8/21/2023,0.965,0.8365
8/22/2023,0.971,0.843
8/23/2023,0.976,0.845
8/24/2023,0.945,0.824
8/25/2023,0.953,0.832
8/28/2023,0.953,0.8275
8/29/2023,0.934,0.8185
8/30/2023,0.944,0.826
8/31/2023,0.94,0.819
9/1/2023,0.92,0.808
9/4/2023,0.933,0.815
9/5/2023,0.95,0.8195
9/6/2023,0.943,0.8145
9/7/2023,0.951,0.817
9/8/2023,0.941,0.8095
9/11/2023,1.002,0.8665
9/12/2023,1.006,0.856
9/13/2023,1.006,0.8655
9/14/2023,1.005,0.8625
9/15/2023,0.995,0.858
9/18/2023,0.995,0.855
9/19/2023,1.01,0.8685
9/20/2023,1.012,0.8665
9/21/2023,1.029,0.8845
9/22/2023,1.029,0.884
9/25/2023,1.016,0.876
9/26/2023,1.033,0.8815
9/27/2023,1.045,0.881
9/28/2023,1.066,0.8975
9/29/2023,1.078,0.902
9/30/2023,1.128,0.918
10/2/2023,1.144,0.933
10/3/2023,1.132,0.922
10/4/2023,1.184,0.9555
10/5/2023,1.168,0.9395
10/6/2023,1.155,0.9325
10/9/2023,1.15,0.925
10/10/2023,1.126,0.9145
10/11/2023,1.124,0.9105
10/12/2023,1.099,0.895
10/13/2023,1.105,0.8965
10/16/2023,1.097,0.888
10/17/2023,1.135,0.9075
10/18/2023,1.156,0.932
10/19/2023,1.193,0.9565
10/20/2023,1.19,0.9515
10/23/2023,1.21,0.967
10/24/2023,1.192,0.9495
10/25/2023,1.202,0.951
10/26/2023,1.24,0.985
10/27/2023,1.235,0.978
10/30/2023,1.254,0.9985
10/31/2023,1.298,1.0535
11/1/2023,1.302,1.0645
11/2/2023,1.265,1.0445
11/3/2023,1.265,1.044
11/6/2023,1.229,1.015
11/7/2023,1.238,1.026
11/8/2023,1.208,1.003
11/9/2023,1.199,0.9995
11/10/2023,1.217,1.0145
11/13/2023,1.235,1.022
11/14/2023,1.212,1.002
11/15/2023,1.161,0.965
11/16/2023,1.156,0.9605
11/17/2023,1.118,0.926
11/20/2023,1.112,0.9225
11/21/2023,1.063,0.8865
11/22/2023,1.092,0.909
11/23/2023,1.092,0.909
11/24/2023,1.129,0.941
11/27/2023,1.121,0.9325
11/28/2023,1.11,0.924
11/29/2023,1.042,0.8695
11/30/2023,1.055,0.8805
12/1/2023,1.075,0.8915
12/4/2023,1.056,0.87
12/5/2023,1.044,0.867
12/6/2023,1.023,0.851
12/7/2023,1.122,0.9345
12/8/2023,1.132,0.9395
12/11/2023,1.14,0.95
12/12/2023,1.109,0.918
12/13/2023,1.066,0.887
12/14/2023,1.043,0.8765
12/15/2023,1.078,0.912
12/18/2023,1.041,0.8805
12/19/2023,1.019,0.8705
12/20/2023,0.943,0.814
12/21/2023,0.97,0.8315
12/22/2023,1,0.853
12/26/2023,0.993,0.8385
12/27/2023,0.961,0.807
12/28/2023,0.949,0.8
12/29/2023,0.977,0.8155
12/31/2023,0.981,0.8225
1/2/2024,0.98,0.815
1/3/2024,0.98,0.815
1/4/2024,0.975,0.816
1/5/2024,0.966,0.8055
1/8/2024,0.962,0.797
1/9/2024,0.952,0.795
1/10/2024,0.955,0.7975
1/11/2024,0.938,0.783
1/12/2024,0.923,0.777
1/15/2024,0.898,0.762
1/16/2024,0.927,0.783
1/17/2024,0.936,0.786
1/18/2024,0.981,0.819
1/19/2024,0.989,0.8165
1/22/2024,0.969,0.8065
1/23/2024,0.959,0.8075
1/24/2024,1.028,0.8615
1/25/2024,1.044,0.874
1/26/2024,1.007,0.852
1/29/2024,1.015,0.8585
1/30/2024,0.999,0.849
1/31/2024,1.027,0.855
2/1/2024,0.99,0.8285
2/2/2024,0.964,0.821
2/5/2024,1.016,0.855
2/6/2024,1.007,0.8445
2/7/2024,1.002,0.8465
2/8/2024,0.993,0.8375
2/9/2024,1.016,0.859
2/12/2024,1.016,0.8585
2/13/2024,1.017,0.865
2/14/2024,1.05,0.8895
2/15/2024,1.017,0.8625
2/16/2024,1.023,0.876
2/19/2024,1.02,0.8745
2/20/2024,1.023,0.8795
2/21/2024,1.016,0.878
2/22/2024,1.01,0.8755
2/23/2024,1.007,0.8755
2/26/2024,0.982,0.8575
2/27/2024,0.986,0.863
2/28/2024,0.99,0.8625
2/29/2024,1.005,0.8875
3/1/2024,1.003,0.877
3/4/2024,0.997,0.8725
3/5/2024,0.981,0.8595
3/6/2024,0.987,0.868
3/7/2024,1.004,0.88
3/8/2024,1.006,0.8775
3/11/2024,1.025,0.8825
3/12/2024,1.03,0.8805
3/13/2024,1.02,0.8755
3/14/2024,1.044,0.883
3/15/2024,1.052,0.8895
3/18/2024,1.023,0.8735
3/19/2024,1.004,0.87
3/20/2024,0.999,0.862
3/21/2024,1.018,0.8915
3/22/2024,1.018,0.896
3/25/2024,1.005,0.8905
3/26/2024,1.007,0.8895
3/27/2024,0.987,0.875
3/28/2024,0.973,0.8615
3/31/2024,1.011,0.876
4/1/2024,1.019,0.882
4/2/2024,1.029,0.888
4/3/2024,1.03,0.8825
4/4/2024,1.038,0.8895
4/5/2024,1.032,0.8945
4/8/2024,1.051,0.9085
4/9/2024,1.045,0.9105
4/10/2024,1.057,0.9225
4/11/2024,1.105,0.964
4/12/2024,1.115,0.9665
4/15/2024,1.114,0.962
4/16/2024,1.124,0.965
4/17/2024,1.145,0.976
4/18/2024,1.122,0.961
4/19/2024,1.097,0.944
4/22/2024,1.139,0.9795
4/23/2024,1.141,0.9785
4/24/2024,1.143,0.977
4/25/2024,1.148,0.9815
4/26/2024,1.164,0.9865
4/29/2024,1.158,0.9785
4/30/2024,1.103,0.978
5/1/2024,1.121,0.9865
5/2/2024,1.126,0.991
5/3/2024,1.126,0.9905
5/6/2024,1.122,0.9825
5/7/2024,1.094,0.97
5/8/2024,1.105,0.98
5/9/2024,1.131,1.0035
5/10/2024,1.132,1.0025
5/13/2024,1.16,1.0275
5/14/2024,1.174,1.0395
5/15/2024,1.168,1.0375
5/16/2024,1.137,1.019
5/17/2024,1.158,1.0345
5/20/2024,1.183,1.0495
5/21/2024,1.185,1.051
5/22/2024,1.195,1.059
5/23/2024,1.194,1.0525
5/24/2024,1.204,1.061
5/27/2024,1.216,1.067
5/28/2024,1.223,1.0595
5/29/2024,1.258,1.0885
5/30/2024,1.243,1.084
5/31/2024,1.284,1.118
6/3/2024,1.272,1.1065
6/4/2024,1.243,1.0815
6/5/2024,1.217,1.0525
6/6/2024,1.178,1.0195
6/7/2024,1.199,1.0345
6/10/2024,1.274,1.106
6/11/2024,1.26,1.091
6/12/2024,1.239,1.0775
6/13/2024,1.214,1.0535
6/14/2024,1.174,1.021
6/17/2024,1.165,1.0115
6/18/2024,1.178,1.0175
6/19/2024,1.167,1.005
6/20/2024,1.186,1.0155
6/21/2024,1.202,1.031
6/24/2024,1.222,1.0445
6/25/2024,1.221,1.037
6/26/2024,1.239,1.049
6/27/2024,1.285,1.089
6/28/2024,1.281,1.0805
6/30/2024,1.299,1.094
7/1/2024,1.296,1.1085
7/2/2024,1.313,1.118
7/3/2024,1.319,1.117
7/4/2024,1.302,1.103
7/5/2024,1.293,1.096
7/8/2024,1.307,1.108
7/9/2024,1.293,1.098
7/10/2024,1.295,1.1
7/11/2024,1.303,1.0995
7/12/2024,1.261,1.07
7/15/2024,1.262,1.071
7/16/2024,1.253,1.069
7/17/2024,1.245,1.073
7/18/2024,1.261,1.079
7/19/2024,1.258,1.0805
7/22/2024,1.275,1.0945
7/23/2024,1.266,1.0885
7/24/2024,1.284,1.1065
7/25/2024,1.287,1.1165
7/26/2024,1.282,1.12
7/29/2024,1.239,1.104
7/30/2024,1.221,1.0895
7/31/2024,1.316,1.1635
8/1/2024,1.298,1.151
8/2/2024,1.231,1.0995
8/5/2024,1.079,0.963
8/6/2024,1.108,0.9555
8/7/2024,1.14,0.947
8/8/2024,1.097,0.938
8/9/2024,1.102,0.9565
8/12/2024,1.102,0.9565
8/13/2024,1.081,0.955
8/14/2024,1.026,0.9445
8/15/2024,1.064,0.954
8/16/2024,1.102,0.9895
8/19/2024,1.161,1.01
8/20/2024,1.154,1.009
8/21/2024,1.124,0.9895
8/22/2024,1.133,0.996
8/23/2024,1.15,1.009
8/26/2024,1.141,0.998
8/27/2024,1.15,1.009
8/28/2024,1.162,1.017
8/29/2024,1.158,1.01
8/30/2024,1.165,1.0165
8/31/2024,1.167,1.0155
9/2/2024,1.173,1.018
9/3/2024,1.184,1.03
9/4/2024,1.152,1.013
9/5/2024,1.144,1.0085
9/6/2024,1.115,0.9985
9/9/2024,1.144,1.026
9/10/2024,1.144,1.0205
9/11/2024,1.116,1.0025
9/12/2024,1.124,1.012
9/13/2024,1.105,1
9/16/2024,1.105,1.001
9/17/2024,1.09,0.993
9/18/2024,1.091,0.9885
9/19/2024,1.112,0.999
9/20/2024,1.127,1.014
9/23/2024,1.127,1.015
9/24/2024,1.096,0.984
9/25/2024,1.072,0.974
9/26/2024,1.08,0.9685
9/27/2024,1.067,0.95
9/30/2024,1.086,0.965
10/1/2024,1.111,0.991
10/2/2024,1.096,0.977
10/3/2024,1.086,0.9755
10/4/2024,1.11,0.994
10/7/2024,1.159,1.0435
10/8/2024,1.142,1.022
10/9/2024,1.164,1.0455
10/10/2024,1.186,1.0645
10/11/2024,1.174,1.054
10/14/2024,1.174,1.0535
10/15/2024,1.196,1.075
10/16/2024,1.17,1.064
10/17/2024,1.207,1.082
10/18/2024,1.208,1.0845
10/21/2024,1.175,1.0625
10/22/2024,1.199,1.0835
10/23/2024,1.215,1.085
10/24/2024,1.182,1.0695
10/25/2024,1.167,1.068
10/28/2024,1.192,1.0805
10/29/2024,1.199,1.0825
10/30/2024,1.166,1.064
10/31/2024,1.156,1.056
11/1/2024,1.096,1.054
11/4/2024,1.096,1.054
11/5/2024,1.107,1.0535
11/6/2024,1.192,1.1005
11/7/2024,1.24,1.117
11/8/2024,1.234,1.116
11/11/2024,1.226,1.119
11/12/2024,1.239,1.1255
11/13/2024,1.268,1.143
11/14/2024,1.294,1.1615
11/15/2024,1.307,1.1785
11/18/2024,1.306,1.1755
11/19/2024,1.302,1.177
11/20/2024,1.316,1.189
11/21/2024,1.324,1.199
11/22/2024,1.326,1.2075
11/25/2024,1.317,1.206
11/26/2024,1.305,1.1975
11/27/2024,1.305,1.201
11/28/2024,1.299,1.1895
11/29/2024,1.289,1.191
11/30/2024,1.305,1.192
