Date,CB10,CB5
3/9/2018,0.517,0.2585
3/12/2018,0.516,0.2585
3/13/2018,0.518,0.259
3/14/2018,0.518,0.26
3/15/2018,0.514,0.2595
3/16/2018,0.506,0.253
3/19/2018,0.505,0.253
3/20/2018,0.505,0.2515
3/21/2018,0.505,0.251
3/22/2018,0.502,0.249
3/23/2018,0.494,0.2435
3/26/2018,0.494,0.2425
3/27/2018,0.504,0.2505
3/28/2018,0.504,0.251
3/29/2018,0.506,0.254
3/31/2018,0.526,0.268
4/2/2018,0.525,0.268
4/3/2018,0.512,0.2595
4/4/2018,0.514,0.261
4/5/2018,0.522,0.2645
4/6/2018,0.523,0.2645
4/9/2018,0.518,0.2615
4/10/2018,0.515,0.258
4/11/2018,0.511,0.257
4/12/2018,0.513,0.259
4/13/2018,0.515,0.2615
4/16/2018,0.518,0.2645
4/17/2018,0.519,0.264
4/18/2018,0.516,0.263
4/19/2018,0.519,0.267
4/20/2018,0.538,0.2805
4/23/2018,0.537,0.2795
4/24/2018,0.534,0.274
4/25/2018,0.541,0.279
4/26/2018,0.541,0.2785
4/27/2018,0.538,0.276
4/30/2018,0.528,0.273
5/1/2018,0.512,0.2605
5/2/2018,0.515,0.2645
5/3/2018,0.515,0.264
5/4/2018,0.515,0.264
5/7/2018,0.514,0.2625
5/8/2018,0.518,0.267
5/9/2018,0.518,0.269
5/10/2018,0.518,0.2695
5/11/2018,0.516,0.2685
5/14/2018,0.521,0.2715
5/15/2018,0.528,0.2775
5/16/2018,0.528,0.277
5/17/2018,0.532,0.2785
5/18/2018,0.531,0.2775
5/21/2018,0.532,0.2785
5/22/2018,0.527,0.275
5/23/2018,0.523,0.2715
5/24/2018,0.523,0.272
5/25/2018,0.517,0.2685
5/28/2018,0.518,0.268
5/29/2018,0.515,0.267
5/30/2018,0.511,0.2675
5/31/2018,0.515,0.267
6/1/2018,0.525,0.2755
6/4/2018,0.53,0.2805
6/5/2018,0.53,0.281
6/6/2018,0.53,0.2815
6/7/2018,0.528,0.2815
6/8/2018,0.527,0.28
6/11/2018,0.526,0.2775
6/12/2018,0.531,0.28
6/13/2018,0.531,0.278
6/14/2018,0.522,0.272
6/15/2018,0.517,0.27
6/18/2018,0.517,0.2705
6/19/2018,0.512,0.2665
6/20/2018,0.517,0.269
6/21/2018,0.517,0.269
6/22/2018,0.512,0.266
6/25/2018,0.512,0.2645
6/26/2018,0.516,0.268
6/27/2018,0.517,0.268
6/28/2018,0.513,0.2705
6/29/2018,0.513,0.27
6/30/2018,0.521,0.302
7/2/2018,0.516,0.298
7/3/2018,0.519,0.3
7/4/2018,0.516,0.299
7/5/2018,0.515,0.298
7/6/2018,0.514,0.299
7/9/2018,0.514,0.2995
7/10/2018,0.519,0.298
7/11/2018,0.521,0.3
7/12/2018,0.521,0.301
7/13/2018,0.523,0.302
7/16/2018,0.523,0.3015
7/17/2018,0.52,0.3015
7/18/2018,0.523,0.303
7/19/2018,0.519,0.3005
7/20/2018,0.515,0.299
7/23/2018,0.557,0.323
7/24/2018,0.556,0.319
7/25/2018,0.542,0.306
7/26/2018,0.559,0.313
7/27/2018,0.565,0.3165
7/30/2018,0.573,0.3225
7/31/2018,0.553,0.3125
8/1/2018,0.617,0.355
8/2/2018,0.61,0.348
8/3/2018,0.604,0.34
8/6/2018,0.602,0.339
8/7/2018,0.602,0.3385
8/8/2018,0.606,0.342
8/9/2018,0.612,0.346
8/10/2018,0.6,0.3385
8/13/2018,0.591,0.334
8/14/2018,0.595,0.336
8/15/2018,0.588,0.332
8/16/2018,0.593,0.3345
8/17/2018,0.587,0.33
8/20/2018,0.584,0.327
8/21/2018,0.582,0.327
8/22/2018,0.587,0.3305
8/23/2018,0.587,0.3305
8/24/2018,0.588,0.3325
8/27/2018,0.584,0.3315
8/28/2018,0.584,0.3315
8/29/2018,0.588,0.3325
8/30/2018,0.598,0.338
8/31/2018,0.595,0.3405
9/3/2018,0.606,0.3475
9/4/2018,0.605,0.347
9/5/2018,0.6,0.3425
9/6/2018,0.596,0.339
9/7/2018,0.597,0.34
9/10/2018,0.6,0.3415
9/11/2018,0.596,0.3405
9/12/2018,0.605,0.342
9/13/2018,0.607,0.3445
9/14/2018,0.607,0.344
9/17/2018,0.607,0.344
9/18/2018,0.61,0.348
9/19/2018,0.614,0.3505
9/20/2018,0.616,0.3515
9/21/2018,0.626,0.358
9/24/2018,0.626,0.3575
9/25/2018,0.627,0.3575
9/26/2018,0.62,0.3535
9/27/2018,0.614,0.346
9/28/2018,0.62,0.347
9/30/2018,0.635,0.373
10/1/2018,0.638,0.3705
10/2/2018,0.637,0.372
10/3/2018,0.634,0.3725
10/4/2018,0.655,0.385
10/5/2018,0.647,0.379
10/8/2018,0.647,0.378
10/9/2018,0.65,0.381
10/10/2018,0.646,0.3785
10/11/2018,0.636,0.371
10/12/2018,0.641,0.375
10/15/2018,0.635,0.37
10/16/2018,0.641,0.375
10/17/2018,0.637,0.3725
10/18/2018,0.641,0.374
10/19/2018,0.637,0.371
10/22/2018,0.641,0.3735
10/23/2018,0.635,0.37
10/24/2018,0.624,0.3645
10/25/2018,0.606,0.3545
10/26/2018,0.599,0.3485
10/29/2018,0.596,0.346
10/30/2018,0.603,0.3485
10/31/2018,0.607,0.38
11/1/2018,0.607,0.379
11/2/2018,0.608,0.3795
11/5/2018,0.604,0.375
11/6/2018,0.607,0.3765
11/7/2018,0.603,0.375
11/8/2018,0.605,0.374
11/9/2018,0.605,0.374
11/12/2018,0.602,0.3725
11/13/2018,0.596,0.3705
11/14/2018,0.59,0.3685
11/15/2018,0.588,0.3685
11/16/2018,0.586,0.366
11/19/2018,0.574,0.3615
11/20/2018,0.579,0.368
11/21/2018,0.578,0.3665
11/22/2018,0.578,0.3675
11/23/2018,0.578,0.3675
11/26/2018,0.57,0.366
11/27/2018,0.573,0.3695
11/28/2018,0.58,0.3775
11/29/2018,0.566,0.3635
11/30/2018,0.566,0.396
12/3/2018,0.561,0.392
12/4/2018,0.546,0.3825
12/5/2018,0.55,0.386
12/6/2018,0.535,0.3725
12/7/2018,0.54,0.378
12/10/2018,0.524,0.37
12/11/2018,0.53,0.377
12/12/2018,0.537,0.383
12/13/2018,0.541,0.387
12/14/2018,0.527,0.38
12/17/2018,0.523,0.377
12/18/2018,0.512,0.3685
12/19/2018,0.515,0.374
12/20/2018,0.513,0.3755
12/21/2018,0.528,0.3905
12/24/2018,0.527,0.39
12/26/2018,0.522,0.3965
12/27/2018,0.533,0.402
12/28/2018,0.522,0.394
12/31/2018,0.511,0.4055
1/2/2019,0.511,0.4055
1/3/2019,0.511,0.4055
1/4/2019,0.482,0.3865
1/7/2019,0.505,0.4015
1/8/2019,0.528,0.423
1/9/2019,0.543,0.435
1/10/2019,0.542,0.4355
1/11/2019,0.54,0.4395
1/14/2019,0.54,0.4385
1/15/2019,0.543,0.446
1/16/2019,0.541,0.4425
1/17/2019,0.544,0.4415
1/18/2019,0.548,0.4405
1/21/2019,0.548,0.4405
1/22/2019,0.545,0.443
1/23/2019,0.546,0.444
1/24/2019,0.548,0.4455
1/25/2019,0.545,0.44
1/28/2019,0.542,0.438
1/29/2019,0.55,0.4465
1/30/2019,0.551,0.447
1/31/2019,0.564,0.4685
2/1/2019,0.545,0.4565
2/4/2019,0.553,0.461
2/5/2019,0.555,0.464
2/6/2019,0.55,0.459
2/7/2019,0.56,0.463
2/8/2019,0.543,0.4495
2/11/2019,0.543,0.449
2/12/2019,0.555,0.4565
2/13/2019,0.559,0.456
2/14/2019,0.552,0.451
2/15/2019,0.546,0.445
2/18/2019,0.543,0.4405
2/19/2019,0.538,0.4375
2/20/2019,0.534,0.433
2/21/2019,0.515,0.4265
2/22/2019,0.514,0.4255
2/25/2019,0.519,0.429
2/26/2019,0.525,0.431
2/27/2019,0.525,0.4305
2/28/2019,0.525,0.442
3/1/2019,0.533,0.4405
3/4/2019,0.544,0.447
3/5/2019,0.545,0.447
3/6/2019,0.534,0.4385
3/7/2019,0.531,0.439
3/8/2019,0.512,0.431
3/11/2019,0.512,0.43
3/12/2019,0.513,0.4305
3/13/2019,0.502,0.422
3/14/2019,0.501,0.419
3/15/2019,0.505,0.4215
3/18/2019,0.505,0.42
3/19/2019,0.501,0.4195
3/20/2019,0.508,0.4225
3/21/2019,0.508,0.4225
3/22/2019,0.48,0.4045
3/25/2019,0.471,0.3985
3/26/2019,0.488,0.4085
3/27/2019,0.485,0.4055
3/28/2019,0.465,0.388
3/29/2019,0.468,0.385
3/31/2019,0.472,0.398
4/1/2019,0.484,0.405
4/2/2019,0.498,0.4155
4/3/2019,0.503,0.42
4/4/2019,0.511,0.4275
4/5/2019,0.518,0.4325
4/8/2019,0.506,0.424
4/9/2019,0.506,0.421
4/10/2019,0.498,0.417
4/11/2019,0.498,0.416
4/12/2019,0.505,0.4175
4/15/2019,0.521,0.4285
4/16/2019,0.532,0.4385
4/17/2019,0.545,0.448
4/18/2019,0.532,0.4375
4/22/2019,0.527,0.435
4/23/2019,0.525,0.435
4/24/2019,0.516,0.428
4/25/2019,0.517,0.425
4/26/2019,0.508,0.4175
4/29/2019,0.508,0.417
4/30/2019,0.503,0.4145
5/1/2019,0.503,0.414
5/2/2019,0.503,0.414
5/3/2019,0.503,0.414
5/6/2019,0.503,0.4135
5/7/2019,0.498,0.4115
5/8/2019,0.498,0.411
5/9/2019,0.5,0.412
5/10/2019,0.5,0.413
5/13/2019,0.501,0.4135
5/14/2019,0.501,0.4135
5/15/2019,0.501,0.4125
5/16/2019,0.492,0.407
5/17/2019,0.496,0.409
5/20/2019,0.504,0.415
5/21/2019,0.503,0.4125
5/22/2019,0.497,0.4115
5/23/2019,0.493,0.408
5/24/2019,0.483,0.4035
5/27/2019,0.482,0.4015
5/28/2019,0.474,0.3935
5/29/2019,0.455,0.3815
5/30/2019,0.465,0.389
5/31/2019,0.448,0.3835
6/3/2019,0.451,0.385
6/4/2019,0.44,0.3735
6/5/2019,0.415,0.3435
6/6/2019,0.42,0.353
6/7/2019,0.425,0.3565
6/10/2019,0.416,0.3485
6/11/2019,0.424,0.3545
6/12/2019,0.423,0.353
6/13/2019,0.425,0.354
6/14/2019,0.416,0.347
6/17/2019,0.419,0.3495
6/18/2019,0.42,0.3515
6/19/2019,0.411,0.343
6/20/2019,0.386,0.32
6/21/2019,0.386,0.3155
6/24/2019,0.396,0.322
6/25/2019,0.396,0.324
6/26/2019,0.406,0.3335
6/27/2019,0.41,0.337
6/28/2019,0.395,0.331
6/30/2019,0.405,0.34
7/1/2019,0.414,0.3445
7/2/2019,0.417,0.349
7/3/2019,0.397,0.3365
7/4/2019,0.397,0.337
7/5/2019,0.391,0.335
7/8/2019,0.402,0.3435
7/9/2019,0.408,0.351
7/10/2019,0.424,0.365
7/11/2019,0.416,0.3585
7/12/2019,0.432,0.3715
7/15/2019,0.431,0.3705
7/16/2019,0.43,0.368
7/17/2019,0.426,0.367
7/18/2019,0.417,0.3585
7/19/2019,0.416,0.355
7/22/2019,0.415,0.3545
7/23/2019,0.408,0.3505
7/24/2019,0.407,0.3495
7/25/2019,0.403,0.347
7/26/2019,0.404,0.347
7/29/2019,0.409,0.3495
7/30/2019,0.402,0.3425
7/31/2019,0.399,0.338
8/1/2019,0.403,0.342
8/2/2019,0.39,0.329
8/5/2019,0.365,0.3075
8/6/2019,0.374,0.312
8/7/2019,0.358,0.2985
8/8/2019,0.357,0.299
8/9/2019,0.336,0.283
8/12/2019,0.335,0.2825
8/13/2019,0.319,0.2685
8/14/2019,0.337,0.2805
8/15/2019,0.326,0.275
8/16/2019,0.331,0.279
8/19/2019,0.334,0.28
8/20/2019,0.331,0.2775
8/21/2019,0.349,0.2925
8/22/2019,0.326,0.2765
8/23/2019,0.336,0.285
8/26/2019,0.31,0.2635
8/27/2019,0.324,0.275
8/28/2019,0.322,0.2765
8/29/2019,0.32,0.2715
8/30/2019,0.33,0.2775
8/31/2019,0.329,0.2785
9/2/2019,0.335,0.284
9/3/2019,0.331,0.285
9/4/2019,0.327,0.281
9/5/2019,0.342,0.292
9/6/2019,0.355,0.297
9/9/2019,0.35,0.291
9/10/2019,0.373,0.308
9/11/2019,0.393,0.326
9/12/2019,0.387,0.3185
9/13/2019,0.427,0.3515
9/16/2019,0.426,0.3515
9/17/2019,0.423,0.344
9/18/2019,0.402,0.331
9/19/2019,0.37,0.302
9/20/2019,0.374,0.2995
9/23/2019,0.373,0.2985
9/24/2019,0.359,0.2875
9/25/2019,0.348,0.2775
9/26/2019,0.356,0.2865
9/27/2019,0.361,0.291
9/30/2019,0.386,0.281
10/1/2019,0.435,0.3205
10/2/2019,0.413,0.3025
10/3/2019,0.39,0.2825
10/4/2019,0.38,0.2745
10/7/2019,0.371,0.2665
10/8/2019,0.39,0.283
10/9/2019,0.388,0.2825
10/10/2019,0.386,0.2855
10/11/2019,0.408,0.3075
10/14/2019,0.407,0.3065
10/15/2019,0.42,0.3165
10/16/2019,0.427,0.322
10/17/2019,0.429,0.3235
10/18/2019,0.429,0.3255
10/21/2019,0.439,0.3305
10/22/2019,0.438,0.33
10/23/2019,0.434,0.3255
10/24/2019,0.431,0.3245
10/25/2019,0.436,0.331
10/28/2019,0.445,0.3405
10/29/2019,0.458,0.3505
10/30/2019,0.452,0.3445
10/31/2019,0.434,0.3315
11/1/2019,0.405,0.308
11/4/2019,0.405,0.3075
11/5/2019,0.439,0.331
11/6/2019,0.479,0.368
11/7/2019,0.486,0.378
11/8/2019,0.502,0.3895
11/11/2019,0.5,0.385
11/12/2019,0.526,0.407
11/13/2019,0.512,0.3925
11/14/2019,0.49,0.3795
11/15/2019,0.492,0.3835
11/18/2019,0.48,0.3745
11/19/2019,0.473,0.3685
11/20/2019,0.46,0.3585
11/21/2019,0.46,0.3595
11/22/2019,0.477,0.3735
11/25/2019,0.476,0.373
11/26/2019,0.466,0.3655
11/27/2019,0.451,0.3545
11/28/2019,0.462,0.364
11/29/2019,0.47,0.368
11/30/2019,0.471,0.3605
12/2/2019,0.498,0.3815
12/3/2019,0.514,0.3925
12/4/2019,0.502,0.3825
12/5/2019,0.491,0.372
12/6/2019,0.513,0.394
12/9/2019,0.523,0.405
12/10/2019,0.513,0.3995
12/11/2019,0.525,0.4095
12/12/2019,0.506,0.394
12/13/2019,0.508,0.393
12/16/2019,0.506,0.3935
12/17/2019,0.514,0.4025
12/18/2019,0.51,0.401
12/19/2019,0.517,0.41
12/20/2019,0.533,0.425
12/23/2019,0.534,0.422
12/24/2019,0.534,0.4215
12/26/2019,0.51,0.3975
12/27/2019,0.513,0.3975
12/30/2019,0.502,0.386
12/31/2019,0.502,0.392
1/2/2020,0.502,0.3915
1/3/2020,0.502,0.3915
1/6/2020,0.491,0.379
1/7/2020,0.505,0.39
1/8/2020,0.498,0.3855
1/9/2020,0.507,0.3925
1/10/2020,0.512,0.3955
1/13/2020,0.512,0.395
1/14/2020,0.528,0.4085
1/15/2020,0.523,0.405
1/16/2020,0.523,0.4035
1/17/2020,0.515,0.3975
1/20/2020,0.521,0.402
1/21/2020,0.508,0.393
1/22/2020,0.509,0.3935
1/23/2020,0.491,0.3825
1/24/2020,0.489,0.381
1/27/2020,0.471,0.368
1/28/2020,0.474,0.3715
1/29/2020,0.475,0.371
1/30/2020,0.458,0.3575
1/31/2020,0.441,0.355
2/3/2020,0.438,0.3505
2/4/2020,0.445,0.356
2/5/2020,0.455,0.364
2/6/2020,0.472,0.376
2/7/2020,0.457,0.3665
2/10/2020,0.443,0.3555
2/11/2020,0.442,0.3555
2/12/2020,0.455,0.362
2/13/2020,0.459,0.3635
2/14/2020,0.463,0.3675
2/17/2020,0.456,0.3635
2/18/2020,0.439,0.3515
2/19/2020,0.441,0.3505
2/20/2020,0.441,0.3495
2/21/2020,0.427,0.34
2/24/2020,0.426,0.339
2/25/2020,0.393,0.3085
2/26/2020,0.403,0.3145
2/27/2020,0.387,0.3045
2/28/2020,0.36,0.2765
2/29/2020,0.361,0.278
3/2/2020,0.373,0.2865
3/3/2020,0.391,0.3015
3/4/2020,0.366,0.275
3/5/2020,0.379,0.2875
3/6/2020,0.345,0.259
3/9/2020,0.317,0.2355
3/10/2020,0.382,0.291
3/11/2020,0.369,0.2935
3/12/2020,0.381,0.305
3/13/2020,0.416,0.3335
3/16/2020,0.431,0.3465
3/17/2020,0.476,0.4
3/18/2020,0.529,0.4485
3/19/2020,0.587,0.4885
3/20/2020,0.587,0.4885
3/23/2020,0.561,0.4685
3/24/2020,0.536,0.451
3/25/2020,0.547,0.464
3/26/2020,0.525,0.4595
3/27/2020,0.544,0.4825
3/30/2020,0.539,0.48
3/31/2020,0.551,0.494
4/1/2020,0.545,0.4915
4/2/2020,0.545,0.494
4/3/2020,0.555,0.505
4/6/2020,0.575,0.522
4/7/2020,0.582,0.526
4/8/2020,0.583,0.5255
4/9/2020,0.587,0.526
4/13/2020,0.583,0.5155
4/14/2020,0.585,0.5185
4/15/2020,0.593,0.527
4/16/2020,0.583,0.5195
4/17/2020,0.589,0.5295
4/20/2020,0.593,0.53
4/21/2020,0.594,0.5325
4/22/2020,0.576,0.5255
4/23/2020,0.576,0.5235
4/24/2020,0.566,0.512
4/27/2020,0.563,0.5095
4/28/2020,0.56,0.503
4/29/2020,0.56,0.503
4/30/2020,0.566,0.51
5/1/2020,0.573,0.521
5/4/2020,0.573,0.5205
5/5/2020,0.573,0.5205
5/6/2020,0.573,0.52
5/7/2020,0.588,0.5285
5/8/2020,0.588,0.526
5/11/2020,0.599,0.5335
5/12/2020,0.589,0.529
5/13/2020,0.591,0.5315
5/14/2020,0.587,0.53
5/15/2020,0.589,0.5305
5/18/2020,0.578,0.522
5/19/2020,0.59,0.53
5/20/2020,0.596,0.53
5/21/2020,0.591,0.525
5/22/2020,0.588,0.523
5/25/2020,0.598,0.5305
5/26/2020,0.593,0.5265
5/27/2020,0.596,0.527
5/28/2020,0.599,0.526
5/29/2020,0.605,0.5285
5/31/2020,0.609,0.521
6/1/2020,0.615,0.5235
6/2/2020,0.613,0.52
6/3/2020,0.619,0.521
6/4/2020,0.635,0.533
6/5/2020,0.651,0.543
6/8/2020,0.648,0.542
6/9/2020,0.629,0.528
6/10/2020,0.628,0.5285
6/11/2020,0.61,0.5175
6/12/2020,0.612,0.518
6/15/2020,0.6,0.512
6/16/2020,0.618,0.522
6/17/2020,0.616,0.517
6/18/2020,0.612,0.515
6/19/2020,0.615,0.5185
6/22/2020,0.614,0.5185
6/23/2020,0.617,0.5145
6/24/2020,0.612,0.5135
6/25/2020,0.613,0.515
6/26/2020,0.606,0.51
6/29/2020,0.603,0.5065
6/30/2020,0.607,0.5365
7/1/2020,0.62,0.5435
7/2/2020,0.617,0.545
7/3/2020,0.603,0.5365
7/6/2020,0.612,0.5435
7/7/2020,0.603,0.5355
7/8/2020,0.591,0.526
7/9/2020,0.586,0.521
7/10/2020,0.58,0.5165
7/13/2020,0.591,0.526
7/14/2020,0.584,0.5205
7/15/2020,0.583,0.519
7/16/2020,0.572,0.51
7/17/2020,0.569,0.507
7/20/2020,0.573,0.5085
7/21/2020,0.567,0.505
7/22/2020,0.568,0.503
7/23/2020,0.568,0.5025
7/24/2020,0.567,0.502
7/27/2020,0.572,0.505
7/28/2020,0.572,0.5055
7/29/2020,0.569,0.503
7/30/2020,0.568,0.503
7/31/2020,0.563,0.5
8/3/2020,0.574,0.5055
8/4/2020,0.566,0.5085
8/5/2020,0.561,0.508
8/6/2020,0.569,0.5125
8/7/2020,0.565,0.5135
8/10/2020,0.565,0.5135
8/11/2020,0.583,0.5215
8/12/2020,0.596,0.5305
8/13/2020,0.592,0.5285
8/14/2020,0.605,0.54
8/17/2020,0.599,0.5355
8/18/2020,0.593,0.5255
8/19/2020,0.587,0.524
8/20/2020,0.589,0.526
8/21/2020,0.592,0.5285
8/24/2020,0.582,0.5225
8/25/2020,0.587,0.5255
8/26/2020,0.596,0.5315
8/27/2020,0.595,0.5305
8/28/2020,0.615,0.542
8/31/2020,0.59,0.544
9/1/2020,0.583,0.5375
9/2/2020,0.582,0.5365
9/3/2020,0.572,0.529
9/4/2020,0.573,0.5285
9/7/2020,0.577,0.5305
9/8/2020,0.572,0.528
9/9/2020,0.563,0.523
9/10/2020,0.563,0.524
9/11/2020,0.558,0.5205
9/14/2020,0.555,0.5175
9/15/2020,0.55,0.5135
9/16/2020,0.55,0.514
9/17/2020,0.548,0.5125
9/18/2020,0.548,0.5095
9/21/2020,0.547,0.509
9/22/2020,0.547,0.5085
9/23/2020,0.541,0.5035
9/24/2020,0.542,0.5035
9/25/2020,0.543,0.505
9/28/2020,0.552,0.5115
9/29/2020,0.548,0.5095
9/30/2020,0.538,0.511
10/1/2020,0.542,0.5135
10/2/2020,0.532,0.508
10/5/2020,0.538,0.5115
10/6/2020,0.55,0.522
10/7/2020,0.552,0.523
10/8/2020,0.549,0.5195
10/9/2020,0.544,0.517
10/12/2020,0.54,0.512
10/13/2020,0.542,0.5115
10/14/2020,0.543,0.512
10/15/2020,0.534,0.503
10/16/2020,0.529,0.5
10/19/2020,0.533,0.5
10/20/2020,0.53,0.498
10/21/2020,0.54,0.5065
10/22/2020,0.539,0.505
10/23/2020,0.547,0.5105
10/26/2020,0.541,0.5075
10/27/2020,0.536,0.5035
10/28/2020,0.53,0.4975
10/29/2020,0.533,0.5
10/30/2020,0.542,0.504
10/31/2020,0.524,0.509
11/2/2020,0.527,0.509
11/3/2020,0.527,0.509
11/4/2020,0.518,0.5045
11/5/2020,0.504,0.4965
11/6/2020,0.501,0.493
11/9/2020,0.5,0.4905
11/10/2020,0.515,0.5
11/11/2020,0.52,0.5055
11/12/2020,0.513,0.502
11/13/2020,0.507,0.496
11/16/2020,0.506,0.495
11/17/2020,0.508,0.496
11/18/2020,0.5,0.492
11/19/2020,0.499,0.489
11/20/2020,0.492,0.4785
11/23/2020,0.491,0.478
11/24/2020,0.499,0.4805
11/25/2020,0.501,0.481
11/26/2020,0.501,0.4825
11/27/2020,0.504,0.4835
11/30/2020,0.495,0.4785
12/1/2020,0.485,0.471
12/2/2020,0.491,0.474
12/3/2020,0.49,0.4725
12/4/2020,0.485,0.4685
12/7/2020,0.484,0.467
12/8/2020,0.476,0.459
12/9/2020,0.475,0.4585
12/10/2020,0.472,0.4575
12/11/2020,0.471,0.453
12/14/2020,0.467,0.45
12/15/2020,0.462,0.447
12/16/2020,0.463,0.4475
12/17/2020,0.466,0.448
12/18/2020,0.465,0.444
12/21/2020,0.463,0.4435
12/22/2020,0.46,0.4425
12/23/2020,0.459,0.441
12/24/2020,0.468,0.4465
12/28/2020,0.471,0.4485
12/29/2020,0.468,0.445
12/30/2020,0.469,0.4455
12/31/2020,0.442,0.429
1/4/2021,0.443,0.4295
1/5/2021,0.434,0.423
1/6/2021,0.44,0.4265
1/7/2021,0.449,0.432
1/8/2021,0.449,0.431
1/11/2021,0.448,0.431
1/12/2021,0.443,0.428
1/13/2021,0.439,0.4255
1/14/2021,0.441,0.4295
1/15/2021,0.44,0.4275
1/18/2021,0.451,0.43
1/19/2021,0.447,0.4255
1/20/2021,0.439,0.415
1/21/2021,0.433,0.413
1/22/2021,0.441,0.416
1/25/2021,0.439,0.413
1/26/2021,0.433,0.408
1/27/2021,0.431,0.4095
1/28/2021,0.433,0.411
1/29/2021,0.442,0.414
1/31/2021,0.43,0.4115
2/1/2021,0.437,0.4135
2/2/2021,0.434,0.412
2/3/2021,0.436,0.4125
2/4/2021,0.434,0.413
2/5/2021,0.438,0.4145
2/8/2021,0.447,0.421
2/9/2021,0.449,0.423
2/10/2021,0.452,0.426
2/11/2021,0.452,0.426
2/12/2021,0.44,0.416
2/15/2021,0.453,0.4235
2/16/2021,0.453,0.424
2/17/2021,0.472,0.44
2/18/2021,0.467,0.437
2/19/2021,0.476,0.443
2/22/2021,0.485,0.45
2/23/2021,0.485,0.4495
2/24/2021,0.48,0.446
2/25/2021,0.492,0.4535
2/26/2021,0.504,0.455
2/28/2021,0.498,0.447
3/1/2021,0.486,0.4375
3/2/2021,0.464,0.424
3/3/2021,0.458,0.424
3/4/2021,0.468,0.4285
3/5/2021,0.433,0.4085
3/8/2021,0.453,0.421
3/9/2021,0.465,0.4275
3/10/2021,0.461,0.4235
3/11/2021,0.448,0.4135
3/12/2021,0.452,0.4145
3/15/2021,0.448,0.406
3/16/2021,0.439,0.398
3/17/2021,0.436,0.399
3/18/2021,0.442,0.399
3/19/2021,0.451,0.405
3/22/2021,0.426,0.3965
3/23/2021,0.427,0.399
3/24/2021,0.417,0.3935
3/25/2021,0.423,0.3945
3/26/2021,0.42,0.3925
3/29/2021,0.415,0.3885
3/30/2021,0.43,0.394
3/31/2021,0.435,0.393
4/1/2021,0.451,0.4025
4/5/2021,0.444,0.3995
4/6/2021,0.432,0.3915
4/7/2021,0.425,0.389
4/8/2021,0.425,0.3865
4/9/2021,0.428,0.3875
4/12/2021,0.429,0.387
4/13/2021,0.428,0.3865
4/14/2021,0.416,0.381
4/15/2021,0.417,0.3815
4/16/2021,0.418,0.381
4/19/2021,0.412,0.379
4/20/2021,0.413,0.38
4/21/2021,0.402,0.3735
4/22/2021,0.396,0.369
4/23/2021,0.397,0.3695
4/26/2021,0.402,0.371
4/27/2021,0.404,0.3715
4/28/2021,0.413,0.376
4/29/2021,0.412,0.376
4/30/2021,0.42,0.37
5/3/2021,0.419,0.3695
5/4/2021,0.419,0.3695
5/5/2021,0.419,0.369
5/6/2021,0.414,0.367
5/7/2021,0.411,0.367
5/10/2021,0.413,0.368
5/11/2021,0.406,0.3645
5/12/2021,0.41,0.367
5/13/2021,0.421,0.373
5/14/2021,0.414,0.369
5/17/2021,0.41,0.3665
5/18/2021,0.41,0.367
5/19/2021,0.42,0.368
5/20/2021,0.425,0.3735
5/21/2021,0.424,0.3715
5/24/2021,0.421,0.3695
5/25/2021,0.417,0.367
5/26/2021,0.415,0.365
5/27/2021,0.409,0.3595
5/28/2021,0.418,0.3645
5/31/2021,0.414,0.362
6/1/2021,0.414,0.363
6/2/2021,0.404,0.361
6/3/2021,0.396,0.359
6/4/2021,0.399,0.3605
6/7/2021,0.394,0.3565
6/8/2021,0.389,0.352
6/9/2021,0.381,0.349
6/10/2021,0.367,0.341
6/11/2021,0.353,0.3365
6/14/2021,0.353,0.336
6/15/2021,0.362,0.3415
6/16/2021,0.365,0.3435
6/17/2021,0.378,0.3515
6/18/2021,0.373,0.349
6/21/2021,0.359,0.3425
6/22/2021,0.365,0.3475
6/23/2021,0.367,0.348
6/24/2021,0.365,0.3485
6/25/2021,0.36,0.3465
6/28/2021,0.369,0.35
6/29/2021,0.368,0.348
6/30/2021,0.352,0.3585
7/1/2021,0.344,0.352
7/2/2021,0.335,0.3515
7/5/2021,0.328,0.346
7/6/2021,0.339,0.3505
7/7/2021,0.331,0.3475
7/8/2021,0.322,0.3415
7/9/2021,0.325,0.342
7/12/2021,0.325,0.344
7/13/2021,0.321,0.3385
7/14/2021,0.314,0.3365
7/15/2021,0.311,0.3335
7/16/2021,0.31,0.3345
7/19/2021,0.304,0.3325
7/20/2021,0.298,0.329
7/21/2021,0.292,0.3305
7/22/2021,0.292,0.3305
7/23/2021,0.292,0.3305
7/26/2021,0.291,0.3265
7/27/2021,0.298,0.332
7/28/2021,0.296,0.332
7/29/2021,0.299,0.3315
7/30/2021,0.298,0.3335
7/31/2021,0.274,0.3375
8/2/2021,0.275,0.3375
8/3/2021,0.268,0.3335
8/4/2021,0.263,0.331
8/5/2021,0.268,0.3335
8/6/2021,0.274,0.336
8/9/2021,0.274,0.335
8/10/2021,0.283,0.3405
8/11/2021,0.294,0.346
8/12/2021,0.285,0.3405
8/13/2021,0.285,0.3415
8/16/2021,0.274,0.3355
8/17/2021,0.272,0.335
8/18/2021,0.272,0.336
8/19/2021,0.275,0.336
